price,cost,sales,profit,inventory,delivery_days,category,material,color,location,season,store_type,revenue
357,214,21,143,11,30,Chair,Wood,Green,Suburban,Spring,Retail,7497
265,122,28,143,16,15,Chair,Plastic,Black,Suburban,Fall,Retail,7420
285,132,19,153,12,22,Chair,Fabric,Blue,Urban,Spring,Online,5415
263,123,23,140,13,31,Chair,Fabric,Black,Suburban,Spring,Online,6049
427,248,18,179,15,26,Chair,Wood,White,Rural,Spring,Online,7686
462,279,15,183,10,34,Chair,Leather,Black,Rural,Winter,Online,6930
449,263,24,186,12,20,Chair,Leather,Black,Suburban,Summer,Online,10776
418,237,12,181,5,25,Chair,Wood,Red,Rural,Winter,Online,5016
490,302,19,188,13,28,Chair,Wood,Black,Rural,Winter,Retail,9310
435,243,28,192,17,22,Chair,Wood,Black,Rural,Summer,Retail,12180
579,317,11,262,6,14,Desk,Glass,Red,Rural,Spring,Retail,6369
431,270,31,161,15,33,Chair,Wood,Black,Urban,Summer,Retail,13361
303,149,21,154,12,14,Chair,Fabric,Brown,Suburban,Winter,Retail,6363
423,253,26,170,12,27,Chair,Wood,Green,Suburban,Summer,Retail,10998
329,179,24,150,16,25,Chair,Fabric,Blue,Rural,Fall,Retail,7896
336,168,23,168,10,23,Chair,Metal,Black,Urban,Winter,Retail,7728
528,320,17,208,7,22,Chair,Leather,Green,Urban,Spring,Online,8976
378,235,23,143,12,29,Chair,Wood,Black,Rural,Spring,Online,8694
440,255,27,185,16,18,Chair,Wood,Brown,Urban,Spring,Retail,11880
479,255,22,224,9,30,Chair,Wood,Brown,Suburban,Spring,Retail,10538
386,211,14,175,9,29,Chair,Wood,Green,Suburban,Winter,Retail,5404
488,309,23,179,14,28,Chair,Leather,Blue,Suburban,Fall,Retail,11224
290,137,22,153,14,24,Chair,Fabric,Blue,Suburban,Spring,Retail,6380
229,115,23,114,12,15,Chair,Plastic,Brown,Urban,Winter,Retail,5267
355,215,24,140,11,16,Chair,Metal,Brown,Suburban,Spring,Online,8520
419,252,18,167,13,32,Chair,Leather,Red,Rural,Fall,Online,7542
350,194,27,156,13,22,Chair,Metal,White,Rural,Summer,Online,9450
287,143,26,144,16,15,Chair,Fabric,White,Rural,Fall,Online,7462
314,160,25,154,7,14,Chair,Fabric,Red,Rural,Fall,Online,7850
472,244,25,228,14,18,Chair,Wood,Blue,Rural,Summer,Retail,11800
505,290,21,215,14,32,Chair,Leather,Brown,Suburban,Spring,Retail,10605
396,250,18,146,9,25,Chair,Wood,Blue,Suburban,Winter,Retail,7128
324,191,15,133,6,30,Chair,Metal,Red,Urban,Winter,Online,4860
419,244,24,175,12,15,Chair,Wood,Green,Suburban,Fall,Retail,10056
295,157,24,138,13,18,Chair,Fabric,Brown,Rural,Winter,Retail,7080
323,166,25,157,10,16,Chair,Fabric,Blue,Rural,Summer,Retail,8075
303,140,28,163,19,16,Chair,Fabric,White,Suburban,Fall,Retail,8484
422,233,25,189,13,29,Chair,Leather,Brown,Rural,Fall,Retail,10550
491,298,30,193,17,27,Chair,Leather,Black,Urban,Summer,Retail,14730
419,240,28,179,17,26,Chair,Wood,Brown,Urban,Summer,Online,11732
414,256,22,158,9,28,Chair,Wood,Brown,Suburban,Spring,Online,9108
300,156,18,144,8,34,Chair,Metal,White,Rural,Spring,Online,5400
463,285,18,178,10,32,Chair,Wood,Green,Rural,Spring,Online,8334
476,273,18,203,12,27,Chair,Leather,White,Rural,Spring,Online,8568
436,260,25,176,14,23,Chair,Wood,Green,Suburban,Fall,Retail,10900
503,300,27,203,11,37,Chair,Leather,Black,Suburban,Summer,Retail,13581
258,118,27,140,12,15,Chair,Fabric,Red,Rural,Summer,Retail,6966
449,261,21,188,10,35,Chair,Wood,Black,Suburban,Spring,Online,9429
471,282,21,189,10,39,Chair,Leather,Black,Rural,Fall,Online,9891
408,227,16,181,10,32,Chair,Wood,Red,Suburban,Winter,Online,6528
317,180,32,137,20,13,Chair,Metal,White,Suburban,Summer,Retail,10144
367,171,29,196,17,17,Chair,Fabric,White,Urban,Summer,Retail,10643
306,163,31,143,15,18,Chair,Fabric,White,Suburban,Fall,Retail,9486
463,281,26,182,16,34,Chair,Wood,Blue,Urban,Fall,Retail,12038
453,257,24,196,12,41,Chair,Leather,White,Suburban,Spring,Retail,10872
303,164,24,139,15,27,Chair,Metal,Green,Urban,Fall,Retail,7272
430,253,27,177,11,34,Chair,Wood,Green,Urban,Summer,Online,11610
485,296,23,189,11,27,Chair,Wood,Black,Urban,Winter,Online,11155
350,187,27,163,12,15,Chair,Metal,White,Suburban,Fall,Online,9450
454,258,17,196,9,32,Chair,Wood,Brown,Suburban,Winter,Online,7718
433,253,22,180,12,30,Chair,Wood,Brown,Suburban,Spring,Online,9526
435,256,20,179,9,27,Chair,Leather,Red,Urban,Summer,Online,8700
462,290,25,172,14,28,Chair,Leather,Brown,Rural,Summer,Online,11550
474,304,16,170,7,27,Chair,Leather,Green,Rural,Spring,Online,7584
333,175,18,158,8,12,Chair,Metal,Blue,Suburban,Winter,Retail,5994
445,244,25,201,16,26,Chair,Wood,Blue,Suburban,Summer,Retail,11125
449,276,27,173,18,28,Chair,Wood,Brown,Suburban,Summer,Retail,12123
311,172,19,139,13,27,Chair,Metal,Brown,Rural,Winter,Retail,5909
450,268,26,182,16,27,Chair,Wood,White,Rural,Summer,Retail,11700
404,236,29,168,18,26,Chair,Wood,Brown,Urban,Spring,Retail,11716
370,186,20,184,12,18,Chair,Metal,White,Suburban,Winter,Retail,7400
413,238,12,175,5,23,Chair,Wood,Red,Rural,Winter,Online,4956
495,265,16,230,11,22,Desk,Glass,Green,Urban,Spring,Retail,7920
306,181,26,125,14,16,Chair,Metal,Black,Suburban,Fall,Online,7956
404,238,22,166,15,34,Chair,Wood,Blue,Rural,Summer,Online,8888
434,258,21,176,14,33,Chair,Wood,Green,Suburban,Summer,Online,9114
455,271,25,184,11,31,Chair,Wood,White,Suburban,Summer,Retail,11375
434,258,17,176,9,38,Chair,Wood,Blue,Rural,Spring,Retail,7378
349,198,29,151,18,24,Chair,Metal,Black,Rural,Fall,Retail,10121
308,156,20,152,16,12,Chair,Fabric,Blue,Rural,Spring,Online,6160
316,186,20,130,10,18,Chair,Metal,Brown,Suburban,Winter,Online,6320
608,349,19,259,10,31,Desk,Glass,Blue,Urban,Spring,Online,11552
524,296,11,228,7,31,Chair,Leather,Green,Rural,Winter,Online,5764
466,272,18,194,8,26,Chair,Leather,Black,Rural,Winter,Online,8388
313,157,24,156,14,21,Chair,Fabric,Black,Suburban,Winter,Online,7512
322,154,29,168,16,24,Chair,Fabric,Black,Suburban,Fall,Retail,9338
492,293,14,199,8,27,Chair,Leather,Red,Rural,Winter,Retail,6888
477,286,30,191,18,36,Chair,Wood,Black,Suburban,Fall,Retail,14310
481,272,14,209,6,25,Desk,Glass,Green,Rural,Fall,Retail,6734
512,311,14,201,11,35,Chair,Leather,Red,Rural,Winter,Retail,7168
445,251,25,194,14,25,Chair,Leather,Black,Rural,Summer,Retail,11125
499,303,23,196,13,37,Chair,Leather,Black,Suburban,Spring,Retail,11477
486,276,11,210,7,31,Desk,Metal,Green,Urban,Winter,Online,5346
444,243,16,201,9,25,Chair,Wood,Red,Urban,Winter,Online,7104
305,165,27,140,16,29,Chair,Metal,Black,Urban,Spring,Online,8235
291,160,25,131,15,17,Chair,Fabric,Green,Urban,Summer,Retail,7275
396,190,14,206,8,5,Desk,Plastic,Red,Suburban,Spring,Retail,5544
207,104,26,103,16,7,Chair,Plastic,Green,Suburban,Summer,Retail,5382
473,272,19,201,9,22,Chair,Wood,Green,Suburban,Summer,Online,8987
379,225,20,154,12,26,Chair,Wood,Green,Urban,Spring,Online,7580
237,105,20,132,11,9,Chair,Plastic,White,Suburban,Winter,Online,4740
297,148,21,149,12,24,Chair,Fabric,Red,Suburban,Spring,Online,6237
223,111,27,112,15,13,Chair,Plastic,Black,Urban,Spring,Online,6021
468,285,18,183,8,24,Desk,Glass,Blue,Suburban,Summer,Retail,8424
304,180,24,124,12,17,Chair,Metal,Black,Suburban,Spring,Retail,7296
351,205,26,146,13,30,Chair,Metal,Black,Suburban,Spring,Retail,9126
347,185,28,162,16,23,Chair,Metal,Black,Rural,Summer,Retail,9716
482,289,33,193,24,35,Chair,Leather,Black,Urban,Fall,Retail,15906
401,222,19,179,7,29,Chair,Wood,Red,Urban,Winter,Retail,7619
456,267,26,189,18,35,Chair,Wood,Brown,Suburban,Fall,Retail,11856
417,250,24,167,12,28,Chair,Wood,Red,Urban,Fall,Retail,10008
626,342,16,284,11,28,Desk,Glass,Red,Urban,Spring,Retail,10016
234,108,31,126,19,3,Chair,Plastic,Brown,Urban,Spring,Retail,7254
371,192,24,179,12,30,Chair,Metal,Brown,Suburban,Fall,Online,8904
419,245,12,174,9,28,Chair,Wood,Green,Suburban,Winter,Online,5028
304,170,30,134,17,30,Chair,Metal,Black,Urban,Fall,Online,9120
305,164,18,141,10,23,Chair,Fabric,Blue,Rural,Spring,Online,5490
468,268,25,200,14,30,Chair,Wood,Blue,Rural,Summer,Online,11700
530,280,6,250,7,28,Desk,Metal,Blue,Rural,Winter,Online,3180
302,167,20,135,10,31,Chair,Metal,Green,Suburban,Spring,Online,6040
445,278,15,167,9,43,Chair,Leather,Blue,Rural,Spring,Online,6675
303,148,19,155,12,15,Chair,Fabric,Green,Urban,Winter,Retail,5757
322,191,31,131,16,14,Chair,Metal,White,Suburban,Fall,Retail,9982
295,154,21,141,11,14,Chair,Metal,Red,Rural,Fall,Retail,6195
478,252,21,226,15,27,Chair,Leather,White,Rural,Spring,Retail,10038
343,200,19,143,10,31,Chair,Wood,Black,Rural,Winter,Online,6517
473,294,17,179,7,31,Chair,Wood,Green,Urban,Winter,Online,8041
207,99,18,108,9,21,Chair,Plastic,Red,Suburban,Winter,Retail,3726
469,264,27,205,16,34,Chair,Leather,Brown,Suburban,Fall,Online,12663
312,168,17,144,8,18,Chair,Metal,White,Rural,Winter,Online,5304
455,258,22,197,11,39,Chair,Leather,Green,Suburban,Fall,Online,10010
583,348,13,235,10,25,Desk,Glass,Green,Rural,Fall,Online,7579
309,161,21,148,12,21,Chair,Fabric,Red,Rural,Spring,Retail,6489
426,255,15,171,9,39,Chair,Wood,Green,Rural,Spring,Retail,6390
548,343,24,205,14,40,Chair,Leather,White,Urban,Winter,Retail,13152
501,290,20,211,11,31,Chair,Wood,Red,Urban,Fall,Online,10020
272,128,14,144,5,23,Chair,Fabric,Green,Rural,Winter,Online,3808
338,175,20,163,11,13,Chair,Fabric,White,Urban,Winter,Retail,6760
307,147,24,160,15,16,Chair,Fabric,Brown,Urban,Winter,Online,7368
455,265,28,190,12,32,Chair,Wood,White,Rural,Summer,Online,12740
486,277,19,209,11,24,Chair,Wood,Brown,Urban,Winter,Online,9234
282,134,22,148,8,14,Chair,Fabric,Red,Rural,Fall,Online,6204
457,261,21,196,13,39,Chair,Wood,White,Suburban,Spring,Online,9597
319,185,21,134,10,25,Chair,Metal,Black,Urban,Spring,Online,6699
438,255,26,183,14,35,Chair,Wood,Green,Urban,Fall,Retail,11388
412,232,10,180,7,25,Chair,Wood,Blue,Rural,Winter,Retail,4120
359,207,30,152,17,23,Chair,Metal,White,Urban,Summer,Retail,10770
465,262,20,203,10,37,Chair,Leather,White,Rural,Winter,Online,9300
443,260,20,183,13,25,Chair,Wood,Red,Urban,Spring,Retail,8860
362,201,24,161,12,22,Chair,Metal,Brown,Suburban,Spring,Retail,8688
355,185,25,170,13,26,Chair,Metal,Black,Rural,Summer,Retail,8875
423,260,19,163,13,39,Chair,Wood,Red,Rural,Spring,Online,8037
438,260,22,178,7,32,Chair,Wood,Green,Suburban,Summer,Online,9636
443,264,16,179,11,33,Chair,Leather,White,Urban,Winter,Retail,7088
413,228,21,185,10,24,Chair,Wood,Red,Suburban,Summer,Online,8673
423,252,25,171,15,23,Chair,Leather,Brown,Suburban,Fall,Online,10575
281,134,22,147,12,23,Chair,Fabric,Blue,Urban,Spring,Online,6182
512,297,31,215,16,29,Chair,Wood,Black,Urban,Summer,Retail,15872
298,165,24,133,13,18,Chair,Fabric,White,Urban,Spring,Retail,7152
306,171,17,135,10,18,Chair,Metal,Blue,Rural,Spring,Online,5202
359,189,29,170,18,30,Chair,Metal,Black,Urban,Summer,Online,10411
435,268,22,167,14,35,Chair,Leather,Green,Suburban,Fall,Online,9570
492,304,15,188,8,25,Chair,Wood,Red,Rural,Spring,Retail,7380
290,132,16,158,11,20,Chair,Fabric,Green,Urban,Winter,Retail,4640
491,283,18,208,10,42,Chair,Leather,Green,Urban,Spring,Retail,8838
302,152,28,150,16,19,Chair,Fabric,Brown,Rural,Fall,Online,8456
462,266,24,196,13,26,Chair,Wood,Black,Rural,Spring,Online,11088
354,203,20,151,12,28,Chair,Metal,Brown,Urban,Winter,Online,7080
379,192,21,187,10,32,Desk,Metal,Red,Urban,Summer,Online,7959
475,284,16,191,8,30,Chair,Leather,Green,Urban,Winter,Online,7600
303,159,24,144,14,15,Chair,Fabric,Brown,Rural,Fall,Retail,7272
300,144,31,156,15,18,Chair,Fabric,White,Urban,Summer,Retail,9300
467,261,22,206,6,32,Chair,Leather,Brown,Urban,Winter,Retail,10274
259,131,23,128,14,17,Chair,Fabric,Red,Rural,Summer,Retail,5957
460,289,23,171,13,43,Chair,Leather,Red,Urban,Fall,Retail,10580
451,284,15,167,7,36,Chair,Wood,Blue,Rural,Winter,Retail,6765
474,272,25,202,14,33,Chair,Wood,Brown,Rural,Fall,Online,11850
340,186,27,154,16,14,Chair,Metal,Black,Suburban,Spring,Online,9180
476,282,17,194,10,36,Chair,Leather,Red,Urban,Winter,Online,8092
293,150,33,143,18,30,Chair,Metal,Black,Urban,Fall,Retail,9669
456,258,15,198,9,33,Chair,Wood,White,Rural,Winter,Retail,6840
494,284,23,210,9,26,Chair,Wood,Red,Suburban,Fall,Retail,11362
446,255,24,191,16,40,Chair,Wood,White,Rural,Summer,Retail,10704
267,134,23,133,16,19,Chair,Fabric,Green,Rural,Summer,Retail,6141
305,145,29,160,15,29,Chair,Fabric,Blue,Urban,Fall,Retail,8845
369,197,31,172,18,21,Chair,Metal,Black,Urban,Fall,Retail,11439
496,297,23,199,11,30,Chair,Leather,Red,Suburban,Fall,Retail,11408
515,286,22,229,9,23,Desk,Metal,Blue,Suburban,Summer,Retail,11330
522,304,12,218,5,39,Chair,Leather,Blue,Rural,Winter,Retail,6264
433,260,28,173,14,32,Chair,Leather,Black,Suburban,Summer,Retail,12124
424,242,28,182,16,27,Chair,Wood,White,Urban,Summer,Online,11872
345,186,25,159,14,12,Chair,Metal,White,Rural,Summer,Online,8625
401,226,13,175,7,26,Chair,Wood,Green,Suburban,Winter,Online,5213
438,274,26,164,16,36,Chair,Leather,White,Suburban,Spring,Online,11388
515,313,17,202,10,32,Chair,Leather,White,Rural,Winter,Retail,8755
364,203,16,161,10,27,Chair,Wood,Brown,Rural,Winter,Retail,5824
404,242,19,162,12,36,Chair,Leather,White,Rural,Winter,Retail,7676
532,297,27,235,17,26,Chair,Wood,Black,Suburban,Spring,Retail,14364
297,143,27,154,14,15,Chair,Fabric,Brown,Rural,Fall,Retail,8019
339,178,31,161,19,18,Chair,Metal,Black,Suburban,Fall,Retail,10509
458,254,13,204,8,33,Chair,Wood,Green,Urban,Winter,Retail,5954
403,239,19,164,16,25,Chair,Wood,Green,Suburban,Winter,Online,7657
581,308,22,273,11,31,Desk,Glass,Blue,Rural,Fall,Online,12782
467,268,20,199,8,30,Chair,Leather,Blue,Rural,Fall,Online,9340
297,150,26,147,14,33,Chair,Fabric,Black,Urban,Fall,Retail,7722
412,242,27,170,9,24,Chair,Wood,Black,Suburban,Summer,Online,11124
213,107,18,106,9,16,Chair,Plastic,Red,Urban,Winter,Online,3834
468,279,23,189,10,33,Chair,Leather,Green,Rural,Summer,Retail,10764
321,143,16,178,9,19,Chair,Fabric,Blue,Urban,Winter,Online,5136
426,252,18,174,12,31,Chair,Wood,White,Rural,Spring,Online,7668
261,131,25,130,17,7,Chair,Plastic,White,Suburban,Spring,Online,6525
432,232,22,200,15,27,Chair,Wood,Brown,Rural,Spring,Online,9504
422,265,15,157,7,43,Chair,Leather,Red,Urban,Winter,Online,6330
450,268,27,182,16,28,Chair,Leather,Green,Urban,Fall,Retail,12150
393,172,12,221,8,9,Desk,Plastic,Green,Rural,Winter,Online,4716
447,256,23,191,13,30,Chair,Leather,Brown,Rural,Spring,Online,10281
504,318,24,186,15,40,Chair,Leather,Black,Suburban,Spring,Online,12096
475,289,26,186,12,26,Chair,Leather,White,Suburban,Fall,Online,12350
344,183,28,161,15,28,Chair,Metal,White,Urban,Fall,Online,9632
579,329,14,250,7,24,Desk,Glass,Green,Urban,Spring,Online,8106
472,263,25,209,14,36,Chair,Leather,Blue,Urban,Summer,Retail,11800
266,130,25,136,13,11,Chair,Fabric,Green,Urban,Summer,Online,6650
395,229,24,166,13,25,Chair,Wood,Red,Suburban,Fall,Retail,9480
310,153,19,157,9,15,Chair,Fabric,Brown,Rural,Winter,Retail,5890
243,116,26,127,12,29,Chair,Plastic,Brown,Rural,Fall,Online,6318
355,188,23,167,13,41,Chair,Wood,Red,Urban,Fall,Retail,8165
455,267,30,188,17,18,Chair,Wood,White,Suburban,Summer,Retail,13650
487,295,22,192,11,42,Chair,Leather,Brown,Rural,Winter,Retail,10714
299,176,25,123,15,26,Chair,Metal,Brown,Rural,Fall,Online,7475
540,298,13,242,7,17,Desk,Metal,Green,Suburban,Spring,Online,7020
507,258,12,249,9,29,Desk,Metal,Green,Rural,Spring,Online,6084
483,282,17,201,9,32,Chair,Wood,White,Rural,Winter,Online,8211
467,275,16,192,12,33,Chair,Wood,Brown,Suburban,Winter,Online,7472
463,269,19,194,14,24,Chair,Wood,Blue,Urban,Spring,Retail,8797
443,266,17,177,8,18,Desk,Metal,Green,Rural,Fall,Retail,7531
397,257,24,140,14,39,Chair,Leather,White,Urban,Spring,Online,9528
438,268,24,170,9,38,Chair,Leather,White,Suburban,Spring,Online,10512
375,181,9,194,5,9,Desk,Plastic,Red,Rural,Winter,Retail,3375
446,253,17,193,8,27,Chair,Wood,Red,Suburban,Winter,Online,7582
319,158,26,161,12,27,Chair,Fabric,Blue,Urban,Fall,Online,8294
500,281,12,219,5,24,Desk,Glass,Green,Urban,Winter,Online,6000
324,176,22,148,11,7,Chair,Fabric,Red,Rural,Fall,Online,7128
342,162,23,180,13,22,Chair,Fabric,Brown,Suburban,Spring,Retail,7866
337,187,21,150,11,14,Chair,Fabric,Brown,Rural,Winter,Online,7077
427,256,18,171,11,19,Chair,Wood,Red,Urban,Winter,Online,7686
442,281,16,161,9,50,Chair,Leather,Blue,Urban,Winter,Retail,7072
426,262,20,164,13,27,Chair,Wood,Green,Suburban,Winter,Retail,8520
275,145,22,130,13,29,Chair,Metal,Brown,Rural,Spring,Online,6050
391,229,18,162,8,33,Chair,Wood,Blue,Suburban,Fall,Online,7038
272,155,26,117,11,20,Chair,Metal,Red,Rural,Fall,Retail,7072
537,329,29,208,16,26,Chair,Leather,White,Urban,Summer,Online,15573
230,118,29,112,17,10,Chair,Plastic,Black,Suburban,Fall,Online,6670
399,227,12,172,4,30,Chair,Wood,Green,Rural,Winter,Retail,4788
429,239,22,190,10,33,Chair,Wood,White,Rural,Spring,Retail,9438
316,171,30,145,18,18,Chair,Fabric,Black,Rural,Summer,Retail,9480
428,266,31,162,17,47,Chair,Leather,Black,Suburban,Fall,Retail,13268
364,218,28,146,14,22,Chair,Metal,Black,Suburban,Fall,Online,10192
445,269,23,176,13,33,Chair,Leather,White,Urban,Spring,Online,10235
444,261,29,183,16,26,Chair,Leather,Black,Rural,Fall,Retail,12876
360,206,26,154,12,19,Chair,Wood,Blue,Urban,Summer,Retail,9360
494,336,27,158,13,33,Chair,Leather,White,Rural,Summer,Online,13338
298,140,19,158,10,23,Chair,Fabric,Brown,Suburban,Winter,Retail,5662
472,275,15,197,9,28,Chair,Leather,Green,Rural,Winter,Retail,7080
316,157,24,159,14,19,Desk,Plastic,Green,Urban,Summer,Retail,7584
336,155,32,181,20,25,Chair,Fabric,Brown,Urban,Summer,Retail,10752
390,181,16,209,10,8,Desk,Plastic,Green,Suburban,Spring,Online,6240
821,490,6,331,4,48,Desk,Marble,Green,Rural,Winter,Retail,4926
589,352,28,237,13,25,Desk,Glass,Black,Urban,Summer,Online,16492
350,175,26,175,13,18,Desk,Plastic,Black,Suburban,Summer,Online,9100
506,298,15,208,8,22,Desk,Glass,Green,Urban,Summer,Online,7590
710,416,8,294,2,26,Desk,Wood,Blue,Urban,Winter,Retail,5680
395,206,27,189,18,7,Desk,Plastic,Brown,Urban,Summer,Retail,10665
696,406,14,290,7,28,Desk,Wood,Blue,Rural,Fall,Retail,9744
599,343,16,256,8,15,Desk,Glass,White,Urban,Winter,Retail,9584
850,533,15,317,9,39,Desk,Marble,Red,Rural,Summer,Online,12750
628,355,15,273,9,26,Desk,Wood,Red,Rural,Summer,Online,9420
663,363,15,300,5,26,Desk,Wood,White,Urban,Winter,Retail,9945
556,308,24,248,13,27,Desk,Metal,Black,Urban,Fall,Online,13344
324,159,21,165,12,11,Desk,Plastic,White,Rural,Fall,Retail,6804
490,273,19,217,8,19,Desk,Metal,Green,Urban,Fall,Retail,9310
475,263,17,212,7,24,Desk,Metal,Brown,Suburban,Spring,Online,8075
550,300,17,250,11,20,Desk,Metal,Black,Urban,Winter,Retail,9350
709,391,16,318,9,33,Desk,Wood,Brown,Suburban,Winter,Retail,11344
576,312,12,264,6,23,Desk,Glass,Black,Rural,Winter,Online,6912
610,373,21,237,7,17,Desk,Wood,Red,Suburban,Summer,Retail,12810
308,149,21,159,9,10,Desk,Plastic,Green,Urban,Spring,Online,6468
400,187,24,213,15,12,Desk,Plastic,Brown,Rural,Fall,Retail,9600
548,314,16,234,8,18,Desk,Metal,Green,Suburban,Fall,Retail,8768
573,303,18,270,10,26,Desk,Glass,Red,Suburban,Summer,Retail,10314
575,319,18,256,13,29,Desk,Metal,Red,Urban,Spring,Online,10350
378,201,15,177,6,19,Desk,Metal,Brown,Rural,Winter,Retail,5670
621,348,17,273,13,23,Desk,Glass,Black,Urban,Winter,Retail,10557
616,344,13,272,6,21,Desk,Glass,Blue,Urban,Winter,Retail,8008
358,160,22,198,12,9,Desk,Plastic,Black,Suburban,Spring,Retail,7876
602,321,13,281,8,18,Desk,Glass,Green,Rural,Fall,Retail,7826
460,255,20,205,9,17,Desk,Metal,Red,Suburban,Fall,Online,9200
397,177,18,220,11,8,Desk,Plastic,Red,Urban,Spring,Online,7146
354,162,24,192,13,8,Desk,Plastic,White,Suburban,Summer,Retail,8496
591,353,17,238,11,29,Desk,Wood,Red,Suburban,Fall,Retail,10047
634,358,16,276,6,17,Desk,Metal,Red,Suburban,Summer,Online,10144
510,259,19,251,10,13,Desk,Metal,Brown,Rural,Fall,Retail,9690
573,324,19,249,12,27,Desk,Glass,White,Rural,Fall,Retail,10887
915,592,18,323,10,45,Desk,Marble,Black,Suburban,Spring,Retail,16470
372,163,17,209,8,19,Desk,Plastic,Brown,Rural,Winter,Retail,6324
530,283,19,247,13,18,Desk,Metal,White,Suburban,Spring,Retail,10070
499,276,23,223,16,32,Desk,Glass,White,Urban,Spring,Retail,11477
434,236,23,198,12,15,Desk,Metal,White,Urban,Fall,Retail,9982
353,159,25,194,14,9,Desk,Plastic,Brown,Urban,Spring,Online,8825
461,265,20,196,13,24,Desk,Metal,Green,Suburban,Fall,Retail,9220
786,481,11,305,5,46,Desk,Marble,Red,Urban,Spring,Online,8646
804,512,25,292,13,48,Desk,Marble,Black,Urban,Summer,Online,20100
551,308,25,243,14,17,Desk,Metal,Black,Suburban,Summer,Retail,13775
648,380,23,268,12,33,Desk,Wood,Brown,Suburban,Fall,Online,14904
351,162,23,189,13,8,Desk,Plastic,White,Suburban,Fall,Online,8073
561,307,23,254,10,28,Desk,Glass,Black,Suburban,Fall,Online,12903
688,403,14,285,8,23,Desk,Wood,Green,Rural,Fall,Online,9632
332,166,11,166,5,9,Desk,Plastic,Red,Rural,Spring,Retail,3652
868,516,20,352,9,52,Desk,Marble,White,Suburban,Summer,Online,17360
511,274,16,237,11,10,Desk,Metal,White,Rural,Spring,Online,8176
320,155,15,165,5,8,Desk,Plastic,Green,Urban,Spring,Online,4800
573,326,18,247,7,17,Desk,Glass,Blue,Suburban,Spring,Online,10314
463,266,11,197,3,27,Desk,Metal,Blue,Rural,Spring,Retail,5093
307,177,20,130,10,27,Chair,Metal,Blue,Suburban,Spring,Retail,6140
879,587,17,292,9,51,Desk,Marble,White,Urban,Spring,Retail,14943
397,193,24,204,11,3,Desk,Plastic,Black,Urban,Fall,Retail,9528
532,295,18,237,11,11,Desk,Glass,White,Urban,Spring,Retail,9576
757,464,19,293,11,35,Desk,Marble,Blue,Suburban,Summer,Retail,14383
857,518,24,339,11,43,Desk,Marble,Black,Urban,Summer,Online,20568
645,394,19,251,8,23,Desk,Glass,White,Urban,Winter,Retail,12255
524,285,11,239,5,33,Desk,Glass,Blue,Suburban,Spring,Online,5764
430,211,18,219,11,3,Desk,Plastic,Black,Suburban,Winter,Retail,7740
785,510,23,275,12,47,Desk,Marble,Black,Urban,Summer,Online,18055
438,254,13,184,8,22,Desk,Metal,Red,Suburban,Spring,Retail,5694
891,583,14,308,9,45,Desk,Marble,Black,Rural,Spring,Retail,12474
594,319,23,275,14,19,Desk,Metal,Black,Urban,Spring,Retail,13662
873,542,12,331,6,43,Desk,Marble,Blue,Rural,Spring,Online,10476
531,306,21,225,13,26,Desk,Metal,Brown,Rural,Fall,Retail,11151
477,273,20,204,12,24,Desk,Metal,Green,Rural,Fall,Retail,9540
492,286,14,206,8,31,Desk,Metal,Brown,Rural,Spring,Retail,6888
764,492,16,272,10,34,Desk,Marble,Green,Urban,Fall,Online,12224
495,264,17,231,6,31,Desk,Metal,Green,Rural,Summer,Online,8415
845,522,21,323,12,44,Desk,Marble,White,Urban,Spring,Retail,17745
591,354,19,237,8,27,Desk,Glass,White,Urban,Spring,Online,11229
696,403,17,293,8,20,Desk,Wood,Green,Suburban,Fall,Retail,11832
721,403,19,318,11,36,Desk,Wood,Brown,Rural,Fall,Retail,13699
321,151,16,170,10,6,Desk,Plastic,Blue,Rural,Fall,Online,5136
499,280,21,219,9,22,Desk,Metal,Black,Rural,Summer,Online,10479
479,260,19,219,10,21,Desk,Metal,Red,Rural,Fall,Online,9101
545,284,16,261,11,34,Desk,Glass,Green,Rural,Fall,Online,8720
448,212,26,236,12,23,Desk,Plastic,Black,Urban,Fall,Retail,11648
394,199,24,195,13,3,Desk,Plastic,Black,Rural,Summer,Online,9456
586,332,18,254,8,27,Desk,Metal,Black,Rural,Spring,Online,10548
690,404,16,286,7,29,Desk,Wood,Green,Urban,Fall,Online,11040
675,374,18,301,9,30,Desk,Wood,Red,Urban,Spring,Retail,12150
365,189,20,176,11,4,Desk,Plastic,White,Rural,Summer,Online,7300
561,315,12,246,7,33,Desk,Metal,Red,Rural,Spring,Online,6732
361,168,20,193,13,16,Desk,Plastic,Black,Suburban,Spring,Retail,7220
728,410,16,318,10,31,Desk,Wood,Black,Suburban,Winter,Online,11648
326,183,23,143,12,20,Chair,Metal,Red,Rural,Fall,Retail,7498
305,151,18,154,13,3,Desk,Plastic,Red,Rural,Fall,Retail,5490
330,186,16,144,10,24,Chair,Metal,Blue,Urban,Winter,Online,5280
843,526,5,317,3,43,Desk,Marble,Blue,Urban,Winter,Retail,4215
634,347,20,287,12,39,Desk,Wood,Green,Urban,Summer,Online,12680
656,400,13,256,6,33,Desk,Wood,Black,Rural,Winter,Online,8528
606,331,19,275,10,19,Desk,Glass,Green,Urban,Spring,Retail,11514
