price,cost,sales,profit,inventory,delivery_days,category,material,color,location,season,store_type,revenue,
850,439,17,411,10,38,Chair,Fabric,Brown,Urban,Fall,Retail,6987,
831,369,17,462,2,54,Chair,Metal,White,Rural,Fall,Retail,7854,
726,255,17,471,6,62,Chair,Fabric,Green,Suburban,Winter,Retail,8007,
671,467,17,204,4,42,Chair,Wood,Green,Suburban,Spring,Retail,3468,
531,428,17,103,4,86,Chair,Plastic,Black,Suburban,Fall,Retail,1751,
259,251,18,8,5,32,Chair,Fabric,Blue,Urban,Spring,Online,144,
702,307,18,395,1,69,Chair,Fabric,Black,Suburban,Spring,Online,7110,
532,210,18,322,9,41,Chair,Wood,White,Rural,Spring,Online,5796,
486,259,18,227,9,68,Chair,Leather,Black,Rural,Winter,Online,4086,
478,174,18,304,6,37,Chair,Leather,Black,Suburban,Summer,Online,5472,
403,151,18,252,8,84,Chair,Wood,Red,Rural,Winter,Online,4536,
586,317,18,269,5,79,Chair,Wood,Black,Rural,Winter,Retail,4842,
648,248,18,400,7,88,Chair,Wood,Black,Rural,Summer,Retail,7200,
581,228,9,353,3,61,Desk,Glass,Red,Rural,Spring,Retail,10237,
595,248,18,347,0,38,Chair,Wood,Black,Urban,Summer,Retail,6246,
546,351,18,195,7,31,Chair,Fabric,Brown,Suburban,Winter,Retail,3510,
517,264,18,253,1,24,Chair,Wood,Green,Suburban,Summer,Retail,4554,
474,334,18,140,9,66,Chair,Fabric,Blue,Rural,Fall,Retail,2520,
357,252,18,105,7,28,Chair,Metal,Black,Urban,Winter,Retail,1890,
755,445,19,310,10,58,Chair,Leather,Green,Urban,Spring,Online,5890,
696,211,19,485,1,67,Chair,Wood,Black,Rural,Spring,Online,9215,
794,312,19,482,7,40,Chair,Wood,Brown,Urban,Spring,Retail,9158,
758,247,19,511,8,37,Chair,Wood,Brown,Suburban,Spring,Retail,9709,
712,217,19,495,8,29,Chair,Wood,Green,Suburban,Winter,Retail,9405,
589,281,19,308,0,85,Chair,Leather,Blue,Suburban,Fall,Retail,5852,
467,390,19,77,0,29,Chair,Fabric,Blue,Suburban,Spring,Retail,1463,
401,213,19,188,10,80,Chair,Plastic,Brown,Urban,Winter,Retail,3572,
930,225,20,705,1,29,Chair,Metal,Brown,Suburban,Spring,Online,14100,
634,379,20,255,5,27,Chair,Leather,Red,Rural,Fall,Online,5100,
572,290,20,282,10,25,Chair,Metal,White,Rural,Summer,Online,5640,
358,260,20,98,9,31,Chair,Fabric,White,Rural,Fall,Online,1960,
271,248,20,23,3,90,Chair,Fabric,Red,Rural,Fall,Online,460,
319,250,20,69,8,57,Chair,Wood,Blue,Rural,Summer,Retail,1380,
1017,977,20,40,8,58,Chair,Leather,Brown,Suburban,Spring,Retail,800,
774,293,20,481,3,59,Chair,Wood,Blue,Suburban,Winter,Retail,9620,
594,256,28,338,4,21,Chair,Metal,Red,Urban,Winter,Online,9464,
687,293,20,394,1,48,Chair,Wood,Green,Suburban,Fall,Retail,7880,
577,280,20,297,5,54,Chair,Fabric,Brown,Rural,Winter,Retail,5940,
469,236,20,233,5,38,Chair,Fabric,Blue,Rural,Summer,Retail,4660,
403,185,20,218,1,65,Chair,Fabric,White,Suburban,Fall,Retail,4360,
294,232,20,62,0,48,Chair,Leather,Brown,Rural,Fall,Retail,1240,
269,256,20,13,1,41,Chair,Leather,Black,Urban,Summer,Retail,260,
146,216,22,-70,0,57,Chair,Wood,Brown,Urban,Summer,Online,-1540,
689,260,22,429,2,35,Chair,Wood,Brown,Suburban,Spring,Online,9438,
641,278,22,363,6,23,Chair,Metal,White,Rural,Spring,Online,7986,
637,292,22,345,10,67,Chair,Wood,Green,Rural,Spring,Online,7590,
489,178,22,311,1,41,Chair,Leather,White,Rural,Spring,Online,6842,
579,442,22,137,1,54,Chair,Wood,Green,Suburban,Fall,Retail,3014,
408,212,22,196,1,55,Chair,Leather,Black,Suburban,Summer,Retail,4312,
311,258,22,53,7,56,Chair,Fabric,Red,Rural,Summer,Retail,1166,
817,313,23,504,4,44,Chair,Wood,Black,Suburban,Spring,Online,11592,
458,197,23,261,8,68,Chair,Leather,Black,Rural,Fall,Online,6003,
377,173,23,204,5,82,Chair,Wood,Red,Suburban,Winter,Online,4692,
987,458,23,529,3,72,Chair,Metal,White,Suburban,Summer,Retail,12167,
891,159,23,732,5,84,Chair,Fabric,White,Urban,Summer,Retail,16836,
726,487,23,239,7,45,Chair,Fabric,White,Suburban,Fall,Retail,5497,
601,237,23,364,9,79,Chair,Wood,Blue,Urban,Fall,Retail,8372,
510,443,23,67,10,84,Chair,Leather,White,Suburban,Spring,Retail,1541,
773,346,28,427,4,72,Chair,Metal,Green,Urban,Fall,Retail,11956,
331,245,24,86,4,87,Chair,Wood,Green,Urban,Summer,Online,2064,
329,286,24,43,7,33,Chair,Wood,Black,Urban,Winter,Online,1032,
794,489,24,305,9,67,Chair,Metal,White,Suburban,Fall,Online,7320,
557,274,24,283,7,84,Chair,Wood,Brown,Suburban,Winter,Online,6792,
555,228,24,327,10,40,Chair,Wood,Brown,Suburban,Spring,Online,7848,
503,244,24,259,1,84,Chair,Leather,Red,Urban,Summer,Online,6216,
496,230,24,266,2,69,Chair,Leather,Brown,Rural,Summer,Online,6384,
460,261,24,199,5,38,Chair,Leather,Green,Rural,Spring,Online,4776,
239,193,28,46,7,72,Chair,Metal,Blue,Suburban,Winter,Retail,1288,
797,578,24,219,4,48,Chair,Wood,Blue,Suburban,Summer,Retail,5256,
248,119,24,129,6,62,Chair,Wood,Brown,Suburban,Summer,Retail,3096,
568,464,24,104,1,42,Chair,Metal,Brown,Rural,Winter,Retail,2496,
711,260,24,451,1,83,Chair,Wood,White,Rural,Summer,Retail,10824,
491,328,24,163,5,49,Chair,Wood,Brown,Urban,Spring,Retail,3912,
346,284,24,62,9,67,Chair,Metal,White,Suburban,Winter,Retail,1488,
285,178,25,107,5,78,Chair,Wood,Red,Rural,Winter,Online,2675,
669,228,7,441,1,86,Desk,Glass,Green,Urban,Spring,Retail,12348,
784,323,25,461,5,70,Chair,Metal,Black,Suburban,Fall,Online,11525,
736,263,25,473,4,31,Chair,Wood,Blue,Rural,Summer,Online,11825,
701,162,25,539,6,61,Chair,Wood,Green,Suburban,Summer,Online,13475,
520,345,25,175,4,85,Chair,Wood,White,Suburban,Summer,Retail,4375,
495,269,25,226,5,32,Chair,Wood,Blue,Rural,Spring,Retail,5650,
300,274,25,26,6,50,Chair,Metal,Black,Rural,Fall,Retail,650,
578,294,26,284,7,34,Chair,Fabric,Blue,Rural,Spring,Online,7384,
562,442,26,120,10,71,Chair,Metal,Brown,Suburban,Winter,Online,3120,
544,231,6,313,2,86,Desk,Glass,Blue,Urban,Spring,Online,8764,
464,227,26,237,4,63,Chair,Leather,Green,Rural,Winter,Online,6162,
451,234,26,217,10,24,Chair,Leather,Black,Rural,Winter,Online,5642,
305,163,26,142,2,84,Chair,Fabric,Black,Suburban,Winter,Online,3692,
764,319,26,445,6,43,Chair,Fabric,Black,Suburban,Fall,Retail,11570,
668,382,26,286,4,30,Chair,Leather,Red,Rural,Winter,Retail,7436,
602,196,26,406,7,84,Chair,Wood,Black,Suburban,Fall,Retail,10556,
399,256,8,143,6,87,Desk,Glass,Green,Rural,Fall,Retail,4004,
547,278,26,269,5,59,Chair,Leather,Red,Rural,Winter,Retail,6994,
541,241,26,300,0,36,Chair,Leather,Black,Rural,Summer,Retail,7800,
323,260,26,63,10,55,Chair,Leather,Black,Suburban,Spring,Retail,1638,
701,283,6,418,4,37,Desk,Metal,Green,Urban,Winter,Online,11704,
764,311,27,453,9,26,Chair,Wood,Red,Urban,Winter,Online,12231,
704,297,27,407,8,45,Chair,Metal,Black,Urban,Spring,Online,10989,
392,297,27,95,0,31,Chair,Fabric,Green,Urban,Summer,Retail,2565,
616,225,8,391,1,76,Desk,Plastic,Red,Suburban,Spring,Retail,10948,
329,253,27,76,7,76,Chair,Plastic,Green,Suburban,Summer,Retail,2052,
480,316,28,164,2,65,Chair,Wood,Green,Suburban,Summer,Online,4592,
476,207,28,269,9,75,Chair,Wood,Green,Urban,Spring,Online,7532,
471,387,28,84,3,44,Chair,Plastic,White,Suburban,Winter,Online,2352,
380,255,28,125,5,55,Chair,Fabric,Red,Suburban,Spring,Online,3500,
373,292,28,81,4,90,Chair,Plastic,Black,Urban,Spring,Online,2268,
1276,221,6,1055,0,81,Desk,Glass,Blue,Suburban,Summer,Retail,28485,
738,437,28,301,9,43,Chair,Metal,Black,Suburban,Spring,Retail,8428,
730,380,28,350,6,45,Chair,Metal,Black,Suburban,Spring,Retail,9800,
724,290,28,434,8,57,Chair,Metal,Black,Rural,Summer,Retail,12152,
700,630,28,70,7,83,Chair,Leather,Black,Urban,Fall,Retail,1960,
602,274,28,328,4,73,Chair,Wood,Red,Urban,Winter,Retail,9184,
542,215,28,327,4,73,Chair,Wood,Brown,Suburban,Fall,Retail,9156,
483,161,28,322,2,60,Chair,Wood,Red,Urban,Fall,Retail,9016,
1025,407,5,618,2,52,Desk,Glass,Red,Urban,Spring,Retail,16686,
173,100,28,73,5,68,Chair,Plastic,Brown,Urban,Spring,Retail,2044,
693,286,29,407,0,30,Chair,Metal,Brown,Suburban,Fall,Online,11803,
899,379,29,520,10,56,Chair,Wood,Green,Suburban,Winter,Online,15080,
809,404,29,405,2,28,Chair,Metal,Black,Urban,Fall,Online,11745,
786,307,29,479,6,14,Chair,Fabric,Blue,Rural,Spring,Online,13891,
679,366,29,313,9,52,Chair,Wood,Blue,Rural,Summer,Online,9077,
1065,419,7,646,0,31,Desk,Metal,Blue,Rural,Winter,Online,17442,
541,319,26,222,2,78,Chair,Metal,Green,Suburban,Spring,Online,5772,
466,253,29,213,10,83,Chair,Leather,Blue,Rural,Spring,Online,6177,
671,309,29,362,10,78,Chair,Fabric,Green,Urban,Winter,Retail,10498,
544,156,29,388,3,38,Chair,Metal,White,Suburban,Fall,Retail,11252,
558,258,26,300,0,84,Chair,Metal,Red,Rural,Fall,Retail,7800,
296,277,29,19,2,46,Chair,Leather,White,Rural,Spring,Retail,551,
216,235,30,-19,4,30,Chair,Wood,Black,Rural,Winter,Online,-570,
795,307,30,488,1,63,Chair,Wood,Green,Urban,Winter,Online,14640,
271,188,26,83,7,33,Chair,Plastic,Red,Suburban,Winter,Retail,2158,
600,325,30,275,2,19,Chair,Leather,Brown,Suburban,Fall,Online,8250,
570,290,30,280,7,30,Chair,Metal,White,Rural,Winter,Online,8400,
507,239,30,268,10,23,Chair,Leather,Green,Suburban,Fall,Online,8040,
445,215,8,230,2,48,Desk,Glass,Green,Rural,Fall,Online,5980,
613,330,30,283,0,44,Chair,Fabric,Red,Rural,Spring,Retail,8490,
568,221,30,347,5,48,Chair,Wood,Green,Rural,Spring,Retail,10410,
439,171,30,268,6,68,Chair,Leather,White,Urban,Winter,Retail,8040,
648,262,31,386,1,54,Chair,Wood,Red,Urban,Fall,Online,11966,
615,221,31,394,2,63,Chair,Fabric,Green,Rural,Winter,Online,12214,
806,323,31,483,6,47,Chair,Fabric,White,Urban,Winter,Retail,14973,
147,172,32,-25,5,13,Chair,Fabric,Brown,Urban,Winter,Online,-800,
417,278,32,139,0,31,Chair,Wood,White,Rural,Summer,Online,4448,
645,158,32,487,6,81,Chair,Wood,Brown,Urban,Winter,Online,15584,
635,276,32,359,5,27,Chair,Fabric,Red,Rural,Fall,Online,11488,
581,476,32,105,3,48,Chair,Wood,White,Suburban,Spring,Online,3360,
324,240,32,84,8,57,Chair,Metal,Black,Urban,Spring,Online,2688,
746,380,32,366,2,88,Chair,Wood,Green,Urban,Fall,Retail,11712,
607,278,32,329,5,75,Chair,Wood,Blue,Rural,Winter,Retail,10528,
379,201,32,178,8,64,Chair,Metal,White,Urban,Summer,Retail,5696,
449,200,33,249,1,88,Chair,Leather,White,Rural,Winter,Online,8217,
664,261,33,403,2,74,Chair,Wood,Red,Urban,Spring,Retail,13299,
638,256,33,382,6,86,Chair,Metal,Brown,Suburban,Spring,Retail,12606,
349,182,33,167,0,64,Chair,Metal,Black,Rural,Summer,Retail,5511,
763,393,34,370,8,36,Chair,Wood,Red,Rural,Spring,Online,12580,
378,153,34,225,10,78,Chair,Wood,Green,Suburban,Summer,Online,7650,
497,216,34,281,10,34,Chair,Leather,White,Urban,Winter,Retail,9554,
618,234,35,384,7,72,Chair,Wood,Red,Suburban,Summer,Online,13440,
522,232,35,290,0,71,Chair,Leather,Brown,Suburban,Fall,Online,10150,
322,150,35,172,9,51,Chair,Fabric,Blue,Urban,Spring,Online,6020,
651,317,35,334,2,27,Chair,Wood,Black,Urban,Summer,Retail,11690,
549,241,35,308,5,80,Chair,Fabric,White,Urban,Spring,Retail,10780,
535,323,25,212,1,21,Chair,Metal,Blue,Rural,Spring,Online,5300,
575,278,36,297,6,72,Chair,Metal,Black,Urban,Summer,Online,10692,
389,158,36,231,3,60,Chair,Leather,Green,Suburban,Fall,Online,8316,
896,263,36,633,7,86,Chair,Wood,Red,Rural,Spring,Retail,22788,
529,266,36,263,8,35,Chair,Fabric,Green,Urban,Winter,Retail,9468,
513,290,36,223,10,52,Chair,Leather,Green,Urban,Spring,Retail,8028,
848,329,37,519,8,54,Chair,Fabric,Brown,Rural,Fall,Online,19203,
802,199,37,603,4,74,Chair,Wood,Black,Rural,Spring,Online,22311,
620,250,37,370,4,41,Chair,Metal,Brown,Urban,Winter,Online,13690,
791,331,7,460,2,73,Desk,Metal,Red,Urban,Summer,Online,11500,
213,197,37,16,2,72,Chair,Leather,Green,Urban,Winter,Online,592,
388,220,37,168,6,76,Chair,Fabric,Brown,Rural,Fall,Retail,6216,
884,210,37,674,6,77,Chair,Fabric,White,Urban,Summer,Retail,24938,
625,225,37,400,4,83,Chair,Leather,Brown,Urban,Winter,Retail,14800,
569,277,37,292,7,31,Chair,Fabric,Red,Rural,Summer,Retail,10804,
461,187,37,274,10,73,Chair,Leather,Red,Urban,Fall,Retail,10138,
368,195,37,173,5,37,Chair,Wood,Blue,Rural,Winter,Retail,6401,
889,511,38,378,7,29,Chair,Wood,Brown,Rural,Fall,Online,14364,
663,269,38,394,8,83,Chair,Metal,Black,Suburban,Spring,Online,14972,
273,242,38,31,9,73,Chair,Leather,Red,Urban,Winter,Online,1178,
588,411,38,177,0,39,Chair,Metal,Black,Urban,Fall,Retail,6726,
942,393,38,549,4,77,Chair,Wood,White,Rural,Winter,Retail,20862,
900,438,38,462,4,36,Chair,Wood,Red,Suburban,Fall,Retail,17556,
782,233,38,549,10,66,Chair,Wood,White,Rural,Summer,Retail,20862,
735,278,38,457,6,71,Chair,Fabric,Green,Rural,Summer,Retail,17366,
691,289,38,402,5,24,Chair,Fabric,Blue,Urban,Fall,Retail,15276,
538,195,38,343,2,55,Chair,Metal,Black,Urban,Fall,Retail,13034,
518,274,38,244,5,83,Chair,Leather,Red,Suburban,Fall,Retail,9272,
1157,401,6,756,4,50,Desk,Metal,Blue,Suburban,Summer,Retail,18900,
407,206,38,201,8,24,Chair,Leather,Blue,Rural,Winter,Retail,7638,
276,215,38,61,1,47,Chair,Leather,Black,Suburban,Summer,Retail,2318,
720,294,39,426,7,49,Chair,Wood,White,Urban,Summer,Online,16614,
573,270,39,303,5,34,Chair,Metal,White,Rural,Summer,Online,11817,
496,186,39,310,4,47,Chair,Wood,Green,Suburban,Winter,Online,12090,
492,252,39,240,2,29,Chair,Leather,White,Suburban,Spring,Online,9360,
234,902,39,-668,5,27,Chair,Leather,White,Rural,Winter,Retail,-26052,
897,363,39,534,2,64,Chair,Wood,Brown,Rural,Winter,Retail,20826,
819,495,39,324,5,86,Chair,Leather,White,Rural,Winter,Retail,12636,
673,307,39,366,7,79,Chair,Wood,Black,Suburban,Spring,Retail,14274,
612,208,39,404,5,69,Chair,Fabric,Brown,Rural,Fall,Retail,15756,
598,242,39,356,8,51,Chair,Metal,Black,Suburban,Fall,Retail,13884,
256,168,39,88,8,87,Chair,Wood,Green,Urban,Winter,Retail,3432,
781,199,40,582,5,50,Chair,Wood,Green,Suburban,Winter,Online,23280,
699,484,5,215,2,65,Desk,Glass,Blue,Rural,Fall,Online,5375,
519,215,40,304,5,64,Chair,Leather,Blue,Rural,Fall,Online,12160,
497,422,40,75,2,67,Chair,Fabric,Black,Urban,Fall,Retail,3000,
474,246,41,228,1,67,Chair,Wood,Black,Suburban,Summer,Online,9348,
324,155,24,169,6,76,Chair,Plastic,Red,Urban,Winter,Online,4056,
194,134,41,60,10,40,Chair,Leather,Green,Rural,Summer,Retail,2460,
326,221,42,105,1,58,Chair,Fabric,Blue,Urban,Winter,Online,4410,
639,236,42,403,0,65,Chair,Wood,White,Rural,Spring,Online,16926,
334,174,42,160,2,57,Chair,Plastic,White,Suburban,Spring,Online,6720,
315,262,42,53,2,82,Chair,Wood,Brown,Rural,Spring,Online,2226,
255,210,42,45,0,25,Chair,Leather,Red,Urban,Winter,Online,1890,
583,292,42,291,2,89,Chair,Leather,Green,Urban,Fall,Retail,12222,
619,211,8,408,0,43,Desk,Plastic,Green,Rural,Winter,Online,9792,
525,269,43,256,9,80,Chair,Leather,Brown,Rural,Spring,Online,11008,
542,242,44,300,6,38,Chair,Leather,Black,Suburban,Spring,Online,13200,
411,183,44,228,4,30,Chair,Leather,White,Suburban,Fall,Online,10032,
371,201,44,170,7,64,Chair,Metal,White,Urban,Fall,Online,7480,
1117,411,5,706,1,40,Desk,Glass,Green,Urban,Spring,Online,16944,
487,217,44,270,3,62,Chair,Leather,Blue,Urban,Summer,Retail,11880,
974,1094,45,-120,6,57,Chair,Fabric,Green,Urban,Summer,Online,-5400,
622,298,45,324,7,28,Chair,Wood,Red,Suburban,Fall,Retail,14580,
308,300,45,8,6,87,Chair,Fabric,Brown,Rural,Winter,Retail,360,
240,152,46,88,2,70,Chair,Plastic,Brown,Rural,Fall,Online,4048,
620,238,46,382,10,67,Chair,Wood,Red,Urban,Fall,Retail,17572,
288,278,46,10,2,56,Chair,Wood,White,Suburban,Summer,Retail,460,
455,154,47,301,8,61,Chair,Leather,Brown,Rural,Winter,Retail,14147,
647,254,48,393,4,12,Chair,Metal,Brown,Rural,Fall,Online,18864,
484,222,9,262,4,23,Desk,Metal,Green,Suburban,Spring,Online,6288,
426,181,24,245,4,5,Desk,Metal,Green,Rural,Spring,Online,5880,
717,322,49,395,7,64,Chair,Wood,White,Rural,Winter,Online,19355,
581,269,49,312,8,75,Chair,Wood,Brown,Suburban,Winter,Online,15288,
498,176,49,322,5,70,Chair,Wood,Blue,Urban,Spring,Retail,15778,
490,244,24,246,3,56,Desk,Metal,Green,Rural,Fall,Retail,5904,
471,250,59,221,5,56,Chair,Leather,White,Urban,Spring,Online,13039,
446,213,62,233,5,81,Chair,Leather,White,Suburban,Spring,Online,14446,
336,249,24,87,2,71,Desk,Plastic,Red,Rural,Winter,Retail,2088,
694,207,63,487,8,43,Chair,Wood,Red,Suburban,Winter,Online,30681,
381,171,63,210,1,62,Chair,Fabric,Blue,Urban,Fall,Online,13230,
1034,380,24,654,0,53,Desk,Glass,Green,Urban,Winter,Online,15696,
429,192,64,237,4,50,Chair,Fabric,Red,Rural,Fall,Online,15168,
311,203,65,108,6,49,Chair,Fabric,Brown,Suburban,Spring,Retail,7020,
548,204,66,344,10,83,Chair,Fabric,Brown,Rural,Winter,Online,22704,
281,195,68,86,2,48,Chair,Wood,Red,Urban,Winter,Online,5848,
435,166,68,269,1,84,Chair,Leather,Blue,Urban,Winter,Retail,18292,
196,117,69,79,4,72,Chair,Wood,Green,Suburban,Winter,Retail,5451,
501,303,73,198,1,61,Chair,Metal,Brown,Rural,Spring,Online,14454,
363,194,73,169,4,54,Chair,Wood,Blue,Suburban,Fall,Online,12337,
231,183,23,48,7,54,Chair,Metal,Red,Rural,Fall,Retail,1104,
514,266,76,248,7,42,Chair,Leather,White,Urban,Summer,Online,18848,
401,275,78,126,7,65,Chair,Plastic,Black,Suburban,Fall,Online,9828,
302,276,78,26,4,72,Chair,Wood,Green,Rural,Winter,Retail,2028,
682,293,80,389,3,72,Chair,Wood,White,Rural,Spring,Retail,31120,
865,317,85,548,0,29,Chair,Fabric,Black,Rural,Summer,Retail,46580,
524,263,86,261,6,88,Chair,Leather,Black,Suburban,Fall,Retail,22446,
164,154,88,10,2,51,Chair,Metal,Black,Suburban,Fall,Online,880,
160,146,88,14,1,85,Chair,Leather,White,Urban,Spring,Online,1232,
435,184,88,251,0,58,Chair,Leather,Black,Rural,Fall,Retail,22088,
414,224,88,190,9,39,Chair,Wood,Blue,Urban,Summer,Retail,16720,
196,169,90,27,3,42,Chair,Leather,White,Rural,Summer,Online,2430,
564,277,96,287,4,53,Chair,Fabric,Brown,Suburban,Winter,Retail,27552,
415,213,97,202,10,60,Chair,Leather,Green,Rural,Winter,Retail,19594,
996,414,23,582,5,65,Desk,Plastic,Green,Urban,Summer,Retail,13386,
205,162,98,43,9,81,Chair,Fabric,Brown,Urban,Summer,Retail,4214,
758,410,23,348,2,27,Desk,Plastic,Green,Suburban,Spring,Online,8004,
1032,223,1,809,3,66,Desk,Marble,Green,Rural,Winter,Retail,809,
317,210,2,107,3,62,Desk,Glass,Black,Urban,Summer,Online,214,
1266,417,2,849,3,39,Desk,Plastic,Black,Suburban,Summer,Online,1698,
947,380,23,567,2,50,Desk,Glass,Green,Urban,Summer,Online,13041,
1295,839,3,456,2,90,Desk,Wood,Blue,Urban,Winter,Retail,1368,
933,381,3,552,2,89,Desk,Plastic,Brown,Urban,Summer,Retail,1656,
585,299,4,286,2,75,Desk,Wood,Blue,Rural,Fall,Retail,1144,
844,335,4,509,2,59,Desk,Glass,White,Urban,Winter,Retail,2036,
788,346,5,442,2,88,Desk,Marble,Red,Rural,Summer,Online,2210,
630,399,6,231,2,73,Desk,Wood,Red,Rural,Summer,Online,1386,
471,436,6,35,2,86,Desk,Wood,White,Urban,Winter,Retail,210,
979,339,7,640,2,33,Desk,Metal,Black,Urban,Fall,Online,4480,
835,329,8,506,1,46,Desk,Plastic,White,Rural,Fall,Retail,4048,
560,255,23,305,1,27,Desk,Metal,Green,Urban,Fall,Retail,7015,
691,443,10,248,1,53,Desk,Metal,Brown,Suburban,Spring,Online,2480,
335,237,10,98,1,51,Desk,Metal,Black,Urban,Winter,Retail,980,
716,393,10,323,1,36,Desk,Wood,Brown,Suburban,Winter,Retail,3230,
1039,377,11,662,1,77,Desk,Glass,Black,Rural,Winter,Online,7282,
565,274,11,291,1,88,Desk,Wood,Red,Suburban,Summer,Retail,3201,
361,172,23,189,0,41,Desk,Plastic,Green,Urban,Spring,Online,4347,
1686,350,13,1336,1,69,Desk,Plastic,Brown,Rural,Fall,Retail,17368,
577,289,22,288,4,48,Desk,Metal,Green,Suburban,Fall,Retail,6336,
727,316,22,411,2,57,Desk,Glass,Red,Suburban,Summer,Retail,9042,
969,379,22,590,0,61,Desk,Metal,Red,Urban,Spring,Online,12980,
794,350,15,444,1,65,Desk,Metal,Brown,Rural,Winter,Retail,6660,
1123,418,15,705,1,51,Desk,Glass,Black,Urban,Winter,Retail,10575,
1034,403,22,631,6,48,Desk,Glass,Blue,Urban,Winter,Retail,13882,
853,470,16,383,1,83,Desk,Plastic,Black,Suburban,Spring,Retail,6128,
751,464,22,287,4,35,Desk,Glass,Green,Rural,Fall,Retail,6314,
562,290,22,272,2,53,Desk,Metal,Red,Suburban,Fall,Online,5984,
382,188,22,194,1,38,Desk,Plastic,Red,Urban,Spring,Online,4268,
925,443,20,482,4,63,Desk,Plastic,White,Suburban,Summer,Retail,9640,
545,299,20,246,4,37,Desk,Wood,Red,Suburban,Fall,Retail,4920,
838,345,22,493,0,63,Desk,Metal,Red,Suburban,Summer,Online,10846,
1002,188,22,814,4,32,Desk,Metal,Brown,Rural,Fall,Retail,17908,
790,317,23,473,4,60,Desk,Glass,White,Rural,Fall,Retail,10879,
457,159,24,298,4,24,Desk,Marble,Black,Suburban,Spring,Retail,7152,
735,458,25,277,0,40,Desk,Plastic,Brown,Rural,Winter,Retail,6925,
442,153,26,289,2,38,Desk,Metal,White,Suburban,Spring,Retail,7514,
911,376,26,535,1,75,Desk,Glass,White,Urban,Spring,Retail,13910,
391,155,27,236,3,37,Desk,Metal,White,Urban,Fall,Retail,6372,
796,210,28,586,4,50,Desk,Plastic,Brown,Urban,Spring,Online,16408,
393,179,22,214,0,45,Desk,Metal,Green,Suburban,Fall,Retail,4708,
754,228,31,526,2,37,Desk,Marble,Red,Urban,Spring,Online,16306,
451,256,33,195,3,36,Desk,Marble,Black,Urban,Summer,Online,6435,
1194,403,48,791,1,33,Desk,Metal,Black,Suburban,Summer,Retail,37968,
860,452,2,408,0,74,Desk,Wood,Brown,Suburban,Fall,Online,816,
568,223,2,345,1,57,Desk,Plastic,White,Suburban,Fall,Online,690,
1125,415,2,710,3,74,Desk,Glass,Black,Suburban,Fall,Online,1420,
1514,706,3,808,1,33,Desk,Wood,Green,Rural,Fall,Online,2424,
478,203,22,275,0,34,Desk,Plastic,Red,Rural,Spring,Retail,6050,
1508,982,5,526,0,25,Desk,Marble,White,Suburban,Summer,Online,2630,
521,312,7,209,0,36,Desk,Metal,White,Rural,Spring,Online,1463,
622,254,21,368,6,55,Desk,Plastic,Green,Urban,Spring,Online,7728,
1308,425,21,883,5,86,Desk,Glass,Blue,Suburban,Spring,Online,18543,
338,237,21,101,5,30,Desk,Metal,Blue,Rural,Spring,Retail,2121,
690,226,20,464,7,46,Chair,Metal,Blue,Suburban,Spring,Retail,9280,
943,246,12,697,3,90,Desk,Marble,White,Urban,Spring,Retail,8364,
415,287,13,128,2,51,Desk,Plastic,Black,Urban,Fall,Retail,1664,
775,604,13,171,3,63,Desk,Glass,White,Urban,Spring,Retail,2223,
600,164,13,436,3,33,Desk,Marble,Blue,Suburban,Summer,Retail,5668,
504,285,16,219,3,35,Desk,Marble,Black,Urban,Summer,Online,3504,
705,284,17,421,2,87,Desk,Glass,White,Urban,Winter,Retail,7157,
705,493,20,212,2,84,Desk,Glass,Blue,Suburban,Spring,Online,4240,
964,369,18,595,2,47,Desk,Plastic,Black,Suburban,Winter,Retail,10710,
757,299,19,458,3,39,Desk,Marble,Black,Urban,Summer,Online,8702,
1974,434,20,1540,5,53,Desk,Metal,Red,Suburban,Spring,Retail,30800,
248,195,20,53,1,44,Desk,Marble,Black,Rural,Spring,Retail,1060,
667,257,20,410,2,73,Desk,Metal,Black,Urban,Spring,Retail,8200,
625,299,21,326,1,80,Desk,Marble,Blue,Rural,Spring,Online,6846,
658,471,22,187,3,45,Desk,Metal,Brown,Rural,Fall,Retail,4114,
924,354,20,570,4,77,Desk,Metal,Green,Rural,Fall,Retail,11400,
858,436,24,422,1,26,Desk,Metal,Brown,Rural,Spring,Retail,10128,
409,183,25,226,1,78,Desk,Marble,Green,Urban,Fall,Online,5650,
841,363,20,478,2,27,Desk,Metal,Green,Rural,Summer,Online,9560,
583,235,25,348,1,36,Desk,Marble,White,Urban,Spring,Retail,8700,
502,258,26,244,1,76,Desk,Glass,White,Urban,Spring,Online,6344,
894,354,26,540,3,46,Desk,Wood,Green,Suburban,Fall,Retail,14040,
1370,160,26,1210,0,85,Desk,Wood,Brown,Rural,Fall,Retail,31460,
519,189,19,330,2,56,Desk,Plastic,Blue,Rural,Fall,Online,6270,
1230,417,28,813,3,34,Desk,Metal,Black,Rural,Summer,Online,22764,
1073,390,19,683,6,49,Desk,Metal,Red,Rural,Fall,Online,12977,
500,458,19,42,2,40,Desk,Glass,Green,Rural,Fall,Online,798,
800,278,54,522,2,41,Desk,Plastic,Black,Urban,Fall,Retail,28188,
1572,799,0,773,1,26,Desk,Plastic,Black,Rural,Summer,Online,0,
664,317,1,347,1,78,Desk,Metal,Black,Rural,Spring,Online,347,
